freqs,times,roi,power,degree,coreness,efficiency
67.0,4,a9/46D,-1.0900471,0.7585773,-0.11854578,0.61096483
67.0,4,a8M,-0.29583475,0.7850369,1.1538144,1.1167505
67.0,4,F7,1.731501,-0.08753116,-0.8174655,1.2991956
67.0,4,a8r,1.5131394,1.8310391,0.1687017,1.710909
67.0,4,a8L,3.8031037,-0.11354628,0.19912502,-0.08908755
67.0,4,F2,1.326049,0.050604023,-0.18505089,-0.25159556
67.0,4,a44,0.51513445,-0.9160527,-2.3805842,-0.47211578
67.0,4,F1,1.341673,1.7265432,0.5940518,0.48763514
67.0,4,a3,-0.62488896,0.8998784,0.5875667,0.97302955
67.0,4,a2,0.40025356,-0.49193347,2.054883,-0.35616037
67.0,4,a1,0.86970705,0.50080174,1.0033451,0.019284831
67.0,4,a7B,-1.6767944,2.0636897,2.1192276,1.1458198
67.0,4,AIP,1.7607903,-0.74888116,0.8851612,0.69711345
67.0,4,a5,-0.21449962,0.23436639,1.4823568,0.66793746
67.0,4,TPt,0.4668161,0.12690108,0.23561528,-0.3619577
67.0,4,a7A,1.0217777,0.2606142,0.23516841,-0.21403317
67.0,4,V4t,2.1585877,1.759164,0.1332087,0.4069564
67.0,4,DP,0.57200587,1.0898447,2.270372,2.2662487
67.0,4,MT,2.8962424,0.86298794,1.6832981,0.73104334
67.0,4,V6A,1.1480067,0.07385383,1.2906498,-0.11887037
67.0,4,PIP,0.9602052,0.66564804,-0.62971634,-0.6402961
67.0,4,V2,7.887796,3.5427303,2.0135682,2.695457
67.0,4,V1,7.475994,3.5197604,1.3524723,3.3151188
67.0,4,LIP,2.6274812,0.18141809,-0.97377944,-0.4706456
67.0,4,a24c,0.078949966,-0.86814016,0.3157687,-0.5850851
67.0,4,STPc,1.4021015,-0.2866534,-1.7240484,-0.6149818
67.0,4,VIP,1.8673141,-2.735932,-0.46164787,-3.3890097
67.0,4,Thal,-0.0822404,1.0084164,1.6019958,0.17519401
67.0,4,MST,1.7284195,-1.7669994,0.8886139,-0.3058294
67.0,4,a46V,1.1638032,-1.384872,-0.43620473,-2.3334455
67.0,4,Putamen,0.23163864,-0.6330197,-0.44532016,-0.83909434
67.0,4,Ins,0.9007099,0.3805254,0.7061147,0.5658194
67.0,4,Caudate,-1.1088859,-0.6640675,-0.82495743,-0.060542416
67.0,4,a7op,-0.04229425,0.52659506,-0.9913556,-0.951675
67.0,4,MB,1.0426366,0.56389666,0.108969554,0.89478916
67.0,4,a32,-2.7950401,-0.3216685,0.49014783,-0.393509
67.0,4,MIP,-0.48528287,1.0005655,1.0195374,0.27647054
67.0,4,a13,-1.9239048,-0.5697244,-3.3679838,-1.0884417
67.0,4,V4,-1.414282,1.2481339,0.7757694,-0.15290037
67.0,4,V3,4.6433992,0.017162545,0.2799072,1.0916274
67.0,4,a11,-0.25224805,-1.1786808,-1.0396421,-0.98091227
67.0,4,a45A,0.3858887,-0.21336827,0.3735734,-0.2100092
67.0,4,a24D,0.8479658,0.10718049,1.3499984,-0.0065105283
75.0,0,a46D,-0.48245397,1.9939619,0.69802,2.0688317
75.0,0,a8B,-0.37955293,0.6153433,-0.7518657,1.3375577
75.0,0,F6,0.6541292,1.4274852,1.5589179,0.50554115
75.0,0,a9/46D,0.95822275,0.67262197,0.75798285,1.3221688
75.0,0,a8M,0.10533538,0.38718227,2.5469728,-0.8531049
75.0,0,F7,0.12748073,0.85351926,2.046905,0.5994822
75.0,0,a8r,0.27032733,0.31834102,0.6600595,1.1999725
75.0,0,a8L,-0.5398336,0.27441043,-0.85678726,0.508814
75.0,0,F2,-0.5751718,0.6025562,1.0205148,0.8634392
75.0,0,a44,1.2070683,0.886174,-0.2280144,0.85188466
75.0,0,F1,0.274832,0.53142166,-0.697701,-0.14334409
75.0,0,a3,-1.1261214,-0.032749582,-0.106891744,0.42503968
75.0,0,a2,1.3810377,0.60966563,2.089572,-0.5852741
75.0,0,a1,0.23091035,0.8667341,1.172713,1.6054953
75.0,0,a7B,0.30453533,-0.3431948,0.55030185,-1.399409
75.0,0,AIP,-0.10412282,-0.3567184,0.35136133,0.3403508
75.0,0,a5,-0.074105114,0.47994867,0.85870016,1.8968993
75.0,0,TPt,0.7618392,0.29513347,-0.37481004,2.0366907
75.0,0,a7A,-0.22812973,0.6874039,-0.074132875,0.5996815
75.0,0,V4t,0.5518265,1.301205,1.159722,-0.13050914
75.0,0,DP,-1.2897754,-0.4882145,-0.1573448,0.29579136
75.0,0,MT,0.24876414,-1.0260681,0.3018795,-0.5815057
75.0,0,V6A,1.0216331,-0.061489113,-0.26933116,0.70431733
75.0,0,PIP,-1.8725176,-0.51344573,-1.4073048,-1.6081727
75.0,0,V2,0.16772394,0.23400296,-0.7120043,-0.011484095
75.0,0,V1,0.5250212,1.2878209,2.4803677,0.09816184
75.0,0,LIP,-0.30414551,0.42507005,-0.6284221,-0.19309346
75.0,0,a24c,-0.36382806,-0.7427256,0.18849614,-1.2350314
75.0,0,STPc,0.6276011,2.0339832,-0.30289662,1.6346483
75.0,0,VIP,-0.28789532,-0.0018380635,-1.3781176,-0.5934989
75.0,0,Thal,-0.020701243,0.15273711,-1.3689247,-0.14239615
75.0,0,MST,-0.39054736,-1.9874516,-0.10651103,-0.96714705
75.0,0,a46V,0.47835186,-0.25484878,-0.67017704,0.24368212
75.0,0,Putamen,-0.6980473,0.8965096,1.0591936,0.8052436
75.0,0,Ins,-0.3444607,1.1342735,0.6377726,-0.95747876
75.0,0,Caudate,0.76596206,-0.34251255,-0.22937286,-1.7117293
75.0,0,a7op,-0.68425465,-0.54690796,-0.06644349,-1.8298879
75.0,0,MB,0.3213849,0.15905817,0.42048147,-0.06531181
75.0,0,a32,-0.3645933,-0.8034363,-0.07645653,-0.45076892
75.0,0,MIP,-0.6184331,-0.034585,1.1050128,-0.16715653
75.0,0,a13,0.455372,-1.5599663,-1.2335666,-0.79678047
75.0,0,V4,-0.64903784,-2.0770338,0.64750177,-0.9708907
75.0,0,V3,0.06948121,-2.1665425,-0.23899613,-0.9741347
75.0,0,a11,-1.1360799,0.2805576,-1.2929698,-0.17914312
75.0,0,a45A,0.14555776,-2.3799465,-1.0214205,-0.084928274
75.0,0,a24D,-1.2326988,-0.6351736,0.5192402,-1.6138252
75.0,1,a46D,1.6793243,-0.015924552,0.93101954,0.86912364
75.0,1,a8B,-2.0157478,1.2345595,0.9455686,1.5842414
75.0,1,F6,2.0147479,0.82516843,1.7105944,0.40418226
75.0,1,a9/46D,0.93966186,0.8471911,1.1027379,0.85732484
75.0,1,a8M,1.514509,1.6531751,2.857141,1.8787203
75.0,1,F7,2.5534897,1.6317258,2.1207585,1.0798166
75.0,1,a8r,1.492897,1.4260135,-0.1707167,1.8546789
75.0,1,a8L,6.470466,2.4285548,1.2009447,2.3367703
75.0,1,F2,0.7426378,1.5079349,2.34061,1.7732292
75.0,1,a44,1.6779296,0.33151832,0.9146563,-0.20172937
75.0,1,F1,0.62069523,3.673139,4.2224917,3.319732
75.0,1,a3,1.3205475,2.9109676,1.7344002,2.7078393
75.0,1,a2,0.25552124,-0.6983784,2.026494,0.9478823
75.0,1,a1,1.8179945,2.3148112,1.9865146,1.6669815
75.0,1,a7B,1.9288038,0.4875822,0.5316091,-0.26848614
75.0,1,AIP,1.855398,0.93116707,1.172651,0.004429261
75.0,1,a5,-0.026148897,0.26561493,1.8603789,1.1696283
75.0,1,TPt,0.14884527,0.53155816,0.41877285,2.9452443
75.0,1,a7A,1.1921387,3.1467555,1.5671705,1.6972029
75.0,1,V4t,2.845264,2.8487132,1.9912848,2.5652773
75.0,1,DP,2.505697,1.6646082,1.1104968,2.7333672
75.0,1,MT,4.254185,3.6968749,1.926718,2.7720478
75.0,1,V6A,-1.2337726,0.8376245,1.1297488,0.33787346
75.0,1,PIP,0.7866805,2.594546,1.0509748,2.269047
75.0,1,V2,9.2594385,7.544887,4.6787667,6.381638
75.0,1,V1,9.57598,10.037439,5.244617,8.027523
75.0,1,LIP,1.8683875,1.5569637,1.1430464,2.0010133
75.0,1,a24c,-0.6622645,0.9545931,-0.15830964,0.81443936
75.0,1,STPc,2.1522038,0.5051743,0.9380144,0.7572055
75.0,1,VIP,2.468825,0.9231438,-0.37164855,0.079222955
75.0,1,Thal,-0.9573593,-0.020343553,0.2739545,-0.26029745
75.0,1,MST,1.2506831,1.0846872,0.5432735,0.75378114
75.0,1,a46V,2.8926148,1.3641783,0.6715955,1.5050254
75.0,1,Putamen,-2.702046,-0.11709324,-0.6162283,-0.6076756
75.0,1,Ins,-0.058194604,0.28701225,0.84037673,0.64625984
75.0,1,Caudate,-2.5083225,0.2980797,-1.3352652,0.3606037
75.0,1,a7op,-1.7758961,-0.17868538,0.72499037,1.3653889
75.0,1,MB,-0.20812355,1.8151134,1.7125005,2.0382307
75.0,1,a32,-0.6577603,0.8288212,1.1608319,1.65007
75.0,1,MIP,1.3318942,-0.73655254,0.07377649,-0.88031644
75.0,1,a13,0.20699772,2.9754217,2.0271077,2.3482027
75.0,1,V4,2.0776818,0.92571616,-0.27741757,1.09967
75.0,1,V3,7.0864367,1.9040931,0.69061416,1.4179835
75.0,1,a11,1.8696153,-0.7091293,-1.3736141,-0.9534468
75.0,1,a45A,0.8360098,-0.09865563,0.12034577,-0.41430062
75.0,1,a24D,0.20620334,0.69157195,-0.4857409,1.0177631
75.0,2,a46D,0.61853606,0.26354134,1.0523986,1.199915
75.0,2,a8B,-0.4500346,1.0232064,-0.4493024,-0.1556345
75.0,2,F6,0.3000739,1.1299136,1.367642,1.2689931
75.0,2,a9/46D,1.8064716,0.18888886,0.8703801,-0.17751549
75.0,2,a8M,-0.61768603,1.7920029,1.974432,3.2767894
75.0,2,F7,1.1858146,1.7351098,3.136923,2.695143
75.0,2,a8r,0.62926716,0.14739382,1.5423012,1.1980058
75.0,2,a8L,4.910385,1.5071362,2.0302768,-0.12094957
75.0,2,F2,0.5458387,0.8752162,0.7667221,1.6159426
75.0,2,a44,-0.37378427,1.3925899,1.6136813,0.8972711
75.0,2,F1,1.0215431,2.1617315,2.241993,3.849089
75.0,2,a3,1.3562237,1.7185307,2.4321415,2.3892057
75.0,2,a2,1.1566389,0.032522522,1.3078566,0.22454055
75.0,2,a1,1.7455369,1.7576102,3.1258962,1.5504284
75.0,2,a7B,0.0784586,0.50242454,1.904463,1.9845836
75.0,2,AIP,0.27230757,-0.47611937,0.65643156,0.39793187
75.0,2,a5,1.0074073,0.6814097,1.856754,0.50271475
75.0,2,TPt,-1.2514497,0.73219144,-0.008818569,-0.9897346
75.0,2,a7A,3.6476102,2.4288266,0.42021662,1.9465498
75.0,2,V4t,-0.0742447,2.9726186,1.9261804,1.597548
75.0,2,DP,3.521746,3.8888934,3.7408116,2.899237
75.0,2,MT,3.8055441,3.933315,3.4218183,2.7960293
75.0,2,V6A,-0.20646799,0.4686258,0.84616405,1.4246683
75.0,2,PIP,1.8197137,1.3255202,1.0930845,1.2884501
75.0,2,V2,10.923606,8.549801,6.1193004,6.7712746
75.0,2,V1,13.992214,10.9076805,6.9070673,10.029837
75.0,2,LIP,2.3598826,3.3755195,1.0433778,2.777944
75.0,2,a24c,-0.1095633,2.1363084,1.2025255,1.8504231
75.0,2,STPc,1.4556084,2.3196847,1.3604207,1.1661865
75.0,2,VIP,0.74434114,1.8775129,0.93163687,1.5380229
75.0,2,Thal,-1.6315157,1.0698202,1.0601205,1.5646
75.0,2,MST,0.7286414,0.3823907,0.26643983,0.3076053
75.0,2,a46V,1.4290935,-0.34427565,-0.75898737,-0.878103
75.0,2,Putamen,-0.9893749,-1.4937112,-0.18032274,-0.7589973
75.0,2,Ins,0.9509558,0.9176167,-0.10909787,1.20197
75.0,2,Caudate,0.089768596,0.90500957,0.5166186,-0.6676333
75.0,2,a7op,0.3773024,0.3444943,0.105506934,0.81761956
75.0,2,MB,1.957285,-0.28557128,-0.1080663,-0.73475444
75.0,2,a32,-0.6669485,-0.08347205,0.66443914,-0.25046766
75.0,2,MIP,-0.5036045,-0.6846469,0.76453274,-0.5636718
75.0,2,a13,0.9682933,0.08305335,-0.23081905,0.11542348
75.0,2,V4,0.32532665,-0.40266874,-0.22101235,0.8095339
75.0,2,V3,4.1674733,1.8574754,-1.4490899,0.0814905
75.0,2,a11,-0.23451503,-0.80052036,-0.5738173,0.8681967
75.0,2,a45A,2.0064933,1.2732372,-1.6541117,1.6964978
75.0,2,a24D,-1.3509427,0.025718492,-0.6717191,0.6952247
75.0,3,a46D,1.8834159,1.1941713,1.2599964,1.7856075
75.0,3,a8B,-0.043927636,0.1711074,2.7923315,1.2701619
75.0,3,F6,-0.774482,1.1650431,1.2666233,0.71182156
75.0,3,a9/46D,1.1265391,0.17544188,1.4279857,1.6520355
75.0,3,a8M,-0.3477788,3.0986922,2.2380977,2.7981281
75.0,3,F7,0.39659768,1.6450188,1.6446835,2.2687361
75.0,3,a8r,1.8403413,2.368742,1.3578548,2.1648707
75.0,3,a8L,2.4408956,0.8239601,1.0797625,0.9861488
75.0,3,F2,0.32177103,2.776166,3.8284938,3.2783842
75.0,3,a44,1.5086373,-0.2862979,0.22634934,-0.018133502
75.0,3,F1,2.5498037,1.7168955,2.2763102,2.0350006
75.0,3,a3,1.9121008,2.0278215,2.47463,2.7270584
75.0,3,a2,0.7492539,1.6331713,1.6552802,2.406001
75.0,3,a1,2.2505083,0.5418394,0.5744511,0.47689965
75.0,3,a7B,1.0998969,0.98813796,1.4323883,0.2801137
75.0,3,AIP,0.7166525,1.5847337,2.3060467,1.86131
75.0,3,a5,-0.49706373,0.07470935,0.98066586,1.5177563
75.0,3,TPt,1.2927547,0.9591302,1.0394828,1.0428143
75.0,3,a7A,0.22349551,0.4180818,0.6506051,0.56640875
75.0,3,V4t,1.9880909,2.2299984,1.8905199,1.1747296
75.0,3,DP,0.1433938,3.3724167,3.1967843,2.328643
75.0,3,MT,0.24006255,5.61782,2.3517494,3.7318878
75.0,3,V6A,0.18437693,1.8641536,2.443383,2.4759004
75.0,3,PIP,1.0893441,2.7779994,1.4872543,1.0407335
75.0,3,V2,7.5156245,9.602641,7.0303917,6.774476
75.0,3,V1,7.124569,6.0813446,6.4857907,5.7487645
75.0,3,LIP,1.6922482,1.3678724,3.2172787,1.9464597
75.0,3,a24c,1.1762544,1.0109055,1.5133065,0.7017744
75.0,3,STPc,0.97923,2.2349405,1.9655266,2.2050986
75.0,3,VIP,1.7664012,-0.5235114,-0.9772172,-0.91138023
75.0,3,Thal,0.4758101,0.8263149,-0.056538936,0.76168793
75.0,3,MST,-0.88470805,-0.59655344,-1.0652063,1.550413
75.0,3,a46V,2.6182044,1.3426567,2.5217936,-0.17029637
75.0,3,Putamen,-0.0096699,0.9697908,0.3365053,0.578737
75.0,3,Ins,0.3258227,1.1028241,-0.1807767,-0.35792318
75.0,3,Caudate,2.4162016,-1.0546521,-0.5770463,-0.45788652
75.0,3,a7op,-0.21133617,-0.06526924,1.0701612,-0.26811048
75.0,3,MB,0.70749193,1.5261896,1.7468098,2.2790453
75.0,3,a32,-2.8133318,-1.3036197,-2.6740148,-1.1865939
75.0,3,MIP,-2.2918587,-0.3896694,1.0520529,-0.9843757
75.0,3,a13,-1.2874607,0.3761335,-0.0021522357,1.0416918
75.0,3,V4,0.46421346,0.97072554,-0.61343974,3.0273595
75.0,3,V3,-1.5269749,3.3468246,1.7638533,3.8913417
75.0,3,a11,-0.16448295,-0.9392138,-0.6497928,-3.047284
75.0,3,a45A,0.47644567,0.27414072,-0.58650374,0.4702081
75.0,3,a24D,0.82447946,1.0104795,-0.0024023424,-0.18881112
75.0,4,a46D,1.092663,0.19895925,-0.34559107,-0.12980999
75.0,4,a8B,-2.3476722,-0.75046605,1.3817714,-0.54011256
75.0,4,F6,0.5091072,-0.38151038,-0.29545867,0.52581775
75.0,4,a9/46D,-1.3298622,0.2745608,1.7662594,0.6026417
75.0,4,a8M,1.8144919,0.77676857,2.294221,1.2777754
75.0,4,F7,-0.8202269,1.4712697,0.80280185,1.5411528
75.0,4,a8r,-1.3855017,1.3528979,1.4281217,1.3099556
75.0,4,a8L,4.9066386,0.2784336,2.129083,0.65191716
75.0,4,F2,0.5897904,0.7722898,0.81213343,1.9763256
75.0,4,a44,0.9613036,1.1085763,1.496266,0.63581246
75.0,4,F1,0.75417614,1.0381111,1.0238044,0.77044517
75.0,4,a3,1.553848,-0.34666026,-0.025366215,0.041621853
75.0,4,a2,0.68165094,1.5563748,3.0466776,1.8829015
75.0,4,a1,0.9125795,0.9703853,-0.20979221,1.0547845
75.0,4,a7B,-0.29498073,0.69613653,1.6940721,0.81121707
75.0,4,AIP,1.5349587,1.2586983,-0.0110772615,0.5554567
75.0,4,a5,-0.17748652,0.928379,1.5446466,0.5621062
75.0,4,TPt,0.68310237,1.2296993,-0.12412014,1.7332064
75.0,4,a7A,0.24047291,1.3626485,0.3744361,1.1382334
75.0,4,V4t,2.384667,1.0602864,0.12270921,1.5534588
75.0,4,DP,1.822625,1.1650842,2.2693439,1.3397768
75.0,4,MT,1.4629642,1.4215071,0.30260402,0.07118586
75.0,4,V6A,0.10865395,1.9004228,1.142002,2.276295
75.0,4,PIP,0.80396694,0.13789488,0.29626155,-0.45556045
75.0,4,V2,8.072743,4.5830426,2.4482036,2.3778827
75.0,4,V1,8.079566,4.6411786,4.4207945,3.8172894
75.0,4,LIP,1.7952223,1.652543,1.7195282,-0.2694007
75.0,4,a24c,-0.45856097,-1.573924,-0.35647222,-1.3932637
75.0,4,STPc,1.8247564,1.1629202,0.97759837,-0.16565053
75.0,4,VIP,1.1229769,0.25931117,1.023904,-0.14951965
75.0,4,Thal,2.6697445,-0.08017002,0.572544,1.3333492
75.0,4,MST,1.7594001,-1.4680967,-1.5909954,0.3880752
75.0,4,a46V,0.5042265,-1.1219333,-1.1796288,0.4734584
75.0,4,Putamen,0.83243126,-0.47413057,-2.6181111,-1.126373
75.0,4,Ins,0.6084549,0.672012,0.07055929,1.2037026
75.0,4,Caudate,0.1300388,-0.2547151,0.37793356,-0.51535934
75.0,4,a7op,0.8884182,-0.029092439,0.14886084,0.3455337
75.0,4,MB,1.0477858,-0.9932737,-1.9934363,0.5854432
75.0,4,a32,-0.80090064,0.21318038,-0.33536667,0.006571526
75.0,4,MIP,0.8438258,0.6136396,0.56417465,0.8420109
75.0,4,a13,-0.26435032,-1.151212,-0.10685947,-1.5460222
75.0,4,V4,-1.0793071,0.94433975,-0.048491895,-0.43870062
75.0,4,V3,5.824673,-0.69040745,-1.372716,-1.6659325
75.0,4,a11,1.1181681,0.68752074,-0.28850248,1.1281341
75.0,4,a45A,0.24296024,-0.77225584,-0.29898345,-1.5035974
75.0,4,a24D,0.10916982,-0.5907771,-0.5825386,-0.58870715
