freqs,times,roi,power,degree,coreness,efficiency
27.0,2,Caudate,2.0691326,2.38485,1.8401946,2.2694778
27.0,2,a7op,0.6311041,0.25219604,2.4640167,0.39779177
27.0,2,MB,0.8436071,1.8288561,1.2807871,1.9417616
27.0,2,a32,-0.031979598,-0.26317686,-0.6742383,-1.5815655
27.0,2,MIP,-1.0245723,0.4462099,0.16330063,0.8186842
27.0,2,a13,-0.81710875,0.010113942,0.73753357,0.06252083
27.0,2,V4,1.5488701,-0.17938598,0.24487823,0.5774603
27.0,2,V3,3.55271,1.4497828,-0.11694021,1.9235938
27.0,2,a11,0.10105854,-0.7997028,0.64587736,-0.19929135
27.0,2,a45A,3.2676623,1.709665,0.37017235,0.6189532
27.0,2,a24D,0.6301437,0.111987785,-3.2744129,-0.063174136
27.0,3,a46D,1.1223972,-0.027637936,0.34009242,0.2773204
27.0,3,a8B,0.5797453,0.44749975,1.0466104,-0.39437982
27.0,3,F6,-0.07129897,2.9997563,0.67515075,3.1650305
27.0,3,a9/46D,0.8553689,-0.28669414,0.43112823,-1.7244663
27.0,3,a8M,0.8464813,-0.9877982,0.91695964,-0.3648215
27.0,3,F7,3.2397907,2.4194646,2.8184218,1.2495939
27.0,3,a8r,0.9903818,0.5800328,0.42416456,1.5322292
27.0,3,a8L,6.0773225,1.4794369,1.6252599,0.55169964
27.0,3,F2,6.0087028,2.5122204,2.0169663,1.5051717
27.0,3,a44,2.119709,0.26008514,1.109595,-0.24320959
27.0,3,F1,5.3692594,1.4410353,0.96227044,-0.16093741
27.0,3,a3,2.0105574,1.9095082,2.0905733,1.2200305
27.0,3,a2,1.7874535,0.32914114,1.7979177,1.0283417
27.0,3,a1,1.9224259,0.72813404,1.045878,2.4275246
27.0,3,a7B,1.5912871,1.1694354,2.1113305,2.3312569
27.0,3,AIP,1.9957619,0.36446333,0.4755316,0.1110227
27.0,3,a5,1.478135,-0.00064345944,-1.5406557,-0.18513049
27.0,3,TPt,-0.3059065,0.13051777,1.5321023,1.7711185
27.0,3,a7A,1.0910418,2.4250073,2.7454402,2.2566824
27.0,3,V4t,1.147015,2.1692083,0.88465965,2.7168312
27.0,3,DP,2.2568183,3.272937,2.1048617,2.9177008
27.0,3,MT,1.4743847,1.6045836,1.4495273,2.3850112
27.0,3,V6A,3.2334275,0.08690559,0.9102684,0.57324606
27.0,3,PIP,1.9917629,0.31381604,0.21603224,0.117469855
27.0,3,V2,6.0693703,3.4204388,2.8566728,4.6076527
27.0,3,V1,8.163103,3.972858,5.6697636,5.3645124
27.0,3,LIP,3.7877555,1.2491331,0.29084378,1.3168538
27.0,3,a24c,1.2858919,1.6834061,1.3729124,2.392897
27.0,3,STPc,1.9586881,1.6786823,0.68612033,1.293795
27.0,3,VIP,0.73328084,-0.2694614,-1.6808099,-0.82079756
27.0,3,Thal,2.3107195,0.67792255,0.547102,-0.9422784
27.0,3,MST,1.8886659,1.9820609,0.40447566,0.66556984
27.0,3,a46V,1.7431067,0.6998861,0.11277398,-0.6150978
27.0,3,Putamen,0.6669858,1.437126,0.7181914,1.002648
27.0,3,Ins,0.14799109,-1.1149316,0.82157844,-0.9981289
27.0,3,Caudate,1.4167619,0.7232968,0.51365393,1.2702031
27.0,3,a7op,0.15832686,0.8133919,-0.6524174,0.18334974
27.0,3,MB,1.480625,0.13455603,-0.6620212,-1.4291818
27.0,3,a32,-1.1398599,1.2238541,0.69876194,1.3255473
27.0,3,MIP,0.64988965,-0.9262613,-1.0401993,-1.8833566
27.0,3,a13,1.5729791,-1.0020682,-0.75315416,-1.2109402
27.0,3,V4,1.3404967,-1.1014233,-0.03523381,-1.1718881
27.0,3,V3,2.2004924,0.81263196,-1.0860906,0.9024794
27.0,3,a11,-0.36229387,1.1252437,0.45607778,0.7891808
27.0,3,a45A,0.29682967,0.04757798,0.2711667,0.8978288
27.0,3,a24D,0.47451222,0.25164923,0.28494298,0.7992716
27.0,4,a46D,0.055746987,0.14108735,-0.49953836,1.1215945
27.0,4,a8B,0.84724015,0.103515424,-0.289367,-0.0029588146
27.0,4,F6,1.1815354,0.1394194,0.6697442,0.78858334
27.0,4,a9/46D,1.4246547,0.914145,0.74149275,0.1192889
27.0,4,a8M,1.5762753,2.0347953,1.5702946,0.24405108
27.0,4,F7,1.2572379,0.8942283,0.8160346,0.37062845
27.0,4,a8r,0.95675373,-0.16043122,0.50847936,0.58012563
27.0,4,a8L,3.9550865,-1.8345882,-1.2115318,-1.5257475
27.0,4,F2,1.9173456,1.7094826,1.5867496,1.5696682
27.0,4,a44,1.7066523,1.6998817,0.99140966,-0.059421122
27.0,4,F1,2.3055496,-1.3592622,0.669733,-0.5225676
27.0,4,a3,0.21445805,1.2516805,0.52313155,1.5107483
27.0,4,a2,0.6431139,-0.307713,-0.030808635,-1.0853667
27.0,4,a1,1.6590136,0.25956133,2.2055957,0.104940444
27.0,4,a7B,2.7964299,0.39848718,1.726164,-0.6839441
27.0,4,AIP,2.395649,0.636685,0.32978028,-0.43841845
27.0,4,a5,0.5955046,1.5037662,0.9337458,-1.4015448
27.0,4,TPt,1.0607747,1.102327,0.72976774,1.0157787
27.0,4,a7A,2.5051239,-0.0049833804,1.3852084,-0.5330307
27.0,4,V4t,3.5105488,1.7481991,0.8004356,1.6053725
27.0,4,DP,3.4134183,1.8550211,2.879523,1.2881167
27.0,4,MT,3.5208862,2.352296,1.0675213,0.82267356
27.0,4,V6A,2.9409704,1.3743103,1.2147604,0.6702034
27.0,4,PIP,3.7423778,1.8156986,2.273828,2.663878
27.0,4,V2,7.709051,3.1376674,3.364056,1.9577185
27.0,4,V1,7.317721,6.10384,6.8526073,6.8627243
27.0,4,LIP,5.1915216,0.22837281,-0.20483425,0.07794549
27.0,4,a24c,-1.6682196,-0.7678943,-0.0049086995,-0.872596
27.0,4,STPc,2.0292332,1.6068898,0.90503144,1.4335928
27.0,4,VIP,1.5674329,1.1396841,1.3750188,1.0137347
27.0,4,Thal,-0.98544735,1.0397072,1.284982,0.317737
27.0,4,MST,-0.10556865,-2.070534,-1.3290502,-2.2930722
27.0,4,a46V,3.1770759,0.084244594,-0.2712164,-1.1088928
27.0,4,Putamen,1.2919604,-0.14539544,-0.36219606,-0.6825572
27.0,4,Ins,0.82156783,-0.37050954,0.2855769,-0.8430343
27.0,4,Caudate,-0.6182514,-1.549956,-0.15423806,-1.4144584
27.0,4,a7op,0.5148,-2.153736,-1.2999359,-1.0392419
27.0,4,MB,1.0312163,2.1091352,0.16245285,2.1271923
27.0,4,a32,-0.40868786,-1.6188766,-1.2279948,-1.1344253
27.0,4,MIP,-0.5111184,0.08733587,-0.30307177,0.8244346
27.0,4,a13,1.2155939,-2.231847,-1.7645864,-1.6015456
27.0,4,V4,-0.3557022,0.7395752,0.55640376,1.4662105
27.0,4,V3,3.2158976,2.1831589,0.6942566,1.6107509
27.0,4,a11,-1.4664633,0.16873696,0.6593928,0.544498
27.0,4,a45A,2.3966913,-2.1453514,0.15852246,-0.16927052
27.0,4,a24D,-1.251328,-0.5764337,-1.3060708,-0.48456216
35.0,0,a46D,-0.4425362,-0.4574797,-0.40047893,-0.860842
35.0,0,a8B,0.20878386,-0.74702024,-0.26404414,0.1766512
35.0,0,F6,-0.13752757,0.9655879,0.8618529,1.8730247
35.0,0,a9/46D,-0.84657747,0.53164554,-0.61216706,-0.37505823
35.0,0,a8M,-0.46085972,-1.310613,-1.4458984,-1.0994021
35.0,0,F7,0.56944966,-0.14462344,0.026599824,-0.078373745
35.0,0,a8r,-2.0110881,0.35377088,0.39388862,0.7325525
35.0,0,a8L,0.89078546,-0.06524328,-1.5817444,0.14452033
35.0,0,F2,0.34349018,1.1368302,0.7920246,1.3842037
35.0,0,a44,-0.8629772,-1.7301106,-0.26011026,-1.6526232
35.0,0,F1,-0.053415895,-1.3578241,-2.4133747,-2.0634089
35.0,0,a3,0.022858676,-0.99594843,-0.09620158,-0.60866034
35.0,0,a2,0.88282675,-0.12589909,0.49304974,0.4124023
35.0,0,a1,1.5477986,0.93110687,0.90644175,0.51931703
35.0,0,a7B,0.18487361,-0.103067845,-0.20947504,0.04922192
35.0,0,AIP,-0.18051225,-0.2809859,-1.0580585,-0.58745277
35.0,0,a5,-0.75843215,-0.7000008,1.128116,-2.157521
35.0,0,TPt,0.48144063,0.5902729,2.520549,1.3138276
35.0,0,a7A,0.57613176,0.4550715,-1.0798298,-0.3713969
35.0,0,V4t,-0.61199355,1.0698392,0.06753727,-0.98408234
35.0,0,DP,1.4296206,-0.67639256,-1.213543,-1.8411763
35.0,0,MT,-1.1470041,1.8873472,0.10299055,-0.63385516
35.0,0,V6A,-1.5496482,0.7835235,1.1631528,-0.40080753
35.0,0,PIP,-0.024491783,0.3496426,-0.7617517,0.4133318
35.0,0,V2,4.268116,-1.3904405,-3.2956607,-0.35215756
35.0,0,V1,0.74412304,-1.7709924,-0.7049503,-2.3563342
35.0,0,LIP,-0.7143947,-2.1879203,-1.7206892,-1.8356879
35.0,0,a24c,0.67747945,-1.9930893,-1.1706374,-1.009593
35.0,0,STPc,0.28831762,-1.2804089,-1.172956,-0.9911261
35.0,0,VIP,0.030931838,-1.8195978,-0.9351486,-2.424289
35.0,0,Thal,-0.3399663,1.0139426,1.7487457,0.51171625
35.0,0,MST,-1.807471,0.14642973,-1.0913053,-0.40637156
35.0,0,a46V,-2.8698409,-2.6132555,-1.366368,-2.347903
35.0,0,Putamen,0.2840869,-0.07299438,0.07607502,-1.0645636
35.0,0,Ins,-0.24033952,-0.71883696,-0.46947166,0.05890346
35.0,0,Caudate,-0.5967737,2.2770655,1.6434137,1.6138438
35.0,0,a7op,-1.7624174,-0.43722683,-0.1708434,0.04971119
35.0,0,MB,1.3227183,1.4516562,-2.5627737,2.1914103
35.0,0,a32,0.8087597,1.8234997,0.9693303,0.8079313
35.0,0,MIP,0.9017233,-0.9034179,-0.14985526,-1.2473525
35.0,0,a13,0.98873776,-0.8794577,-1.4157432,-0.4010064
35.0,0,V4,0.13253605,0.70736694,-0.06739256,0.5042114
35.0,0,V3,0.22340916,-0.8587119,-1.879388,-0.9924541
35.0,0,a11,1.3090274,-2.5946634,-0.72199434,-1.0053178
35.0,0,a45A,0.06576694,-0.8769217,0.8666275,-0.9674942
35.0,0,a24D,-0.20158672,1.5904514,0.1139524,0.6820607
35.0,1,a46D,0.8533866,0.56532615,0.53225905,-0.039290372
35.0,1,a8B,1.9179199,1.4724027,0.68120444,1.4830174
35.0,1,F6,1.1038016,0.8633716,0.6902987,1.3955164
35.0,1,a9/46D,0.42265022,2.5110147,1.1613415,0.9137499
35.0,1,a8M,1.5980859,1.961469,1.86397,2.0880516
35.0,1,F7,0.21977381,2.9365551,1.8803835,2.8001926
35.0,1,a8r,-0.29092613,1.3499181,2.46848,1.3136132
35.0,1,a8L,5.1633916,3.0455914,2.7070708,2.973333
35.0,1,F2,4.905932,4.490718,4.8295712,3.5061138
35.0,1,a44,1.8048418,1.7555838,2.1293237,1.6688976
35.0,1,F1,3.0156283,2.4418528,0.5443065,2.276707
35.0,1,a3,3.2923021,1.5880969,1.4509969,1.8956885
35.0,1,a2,1.7592033,-0.23850207,1.1087847,0.5320284
35.0,1,a1,2.7948818,2.2994213,1.5344733,2.1955688
35.0,1,a7B,0.7802615,2.2353632,1.6117386,1.0031939
35.0,1,AIP,0.9896744,0.14488706,1.3947642,-1.0881938
35.0,1,a5,0.77560484,0.05480337,0.04664803,1.4204007
35.0,1,TPt,-0.040037602,1.7258521,0.67590183,1.1463925
35.0,1,a7A,0.338236,3.9308922,2.3681288,2.865529
35.0,1,V4t,2.8574126,2.716943,2.026234,2.057273
35.0,1,DP,3.722319,2.5275478,1.9706328,2.3343556
35.0,1,MT,5.102892,2.6559775,1.7610273,1.7705269
35.0,1,V6A,2.937754,1.8637252,-0.038421623,2.153279
35.0,1,PIP,4.5090938,1.4799707,2.2363954,0.31732452
35.0,1,V2,8.772715,6.8181133,5.4006486,5.41633
35.0,1,V1,11.258972,6.5732126,5.9411554,9.183514
35.0,1,LIP,4.241431,2.5602694,1.843608,2.0561857
35.0,1,a24c,0.9615953,0.62179005,0.008146623,0.20638539
35.0,1,STPc,2.2826467,2.6062424,0.7744771,0.816992
35.0,1,VIP,1.4367937,0.47160515,0.12521128,-0.13769099
35.0,1,Thal,2.822285,3.0175483,2.2768085,3.0912256
35.0,1,MST,0.97837317,-2.1935728,-2.747903,-0.37709856
35.0,1,a46V,1.36146,2.1239495,2.9818108,1.409258
35.0,1,Putamen,1.4535137,1.9630064,1.3839357,1.8340167
35.0,1,Ins,1.0321369,0.313305,0.858265,0.7897256
35.0,1,Caudate,3.1243122,3.2512403,2.1452737,2.680692
35.0,1,a7op,-0.53492707,-0.57959545,-0.19920073,-0.16871212
35.0,1,MB,-0.09963665,1.8446201,-0.067312635,2.4631426
35.0,1,a32,-1.0765555,1.2006199,2.3973129,1.3143733
35.0,1,MIP,-1.2148339,-0.32860586,-0.15415609,0.35283646
35.0,1,a13,-0.17442964,1.0242621,2.1765387,-0.27250248
35.0,1,V4,1.4868166,-0.70274866,0.05982357,-0.62924117
35.0,1,V3,5.5121922,0.8318346,0.5579475,0.8510632
35.0,1,a11,0.96019757,0.8734276,1.0449775,0.61106366
35.0,1,a45A,-0.2700026,-0.21574312,1.0527234,0.9468571
35.0,1,a24D,0.94923574,1.9325285,1.3607516,1.2285103
35.0,2,a46D,1.4349941,0.32179466,1.4963497,-0.312904
35.0,2,a8B,2.3863285,1.8912479,2.593498,2.3028579
35.0,2,F6,-1.9361044,1.3172098,3.1110277,2.1884503
35.0,2,a9/46D,-0.44188347,0.9218328,0.49990803,1.9700485
35.0,2,a8M,0.5942084,1.8388119,2.2110689,1.4377202
35.0,2,F7,3.850077,2.9250515,2.6062574,2.3732364
35.0,2,a8r,2.1406903,1.0683,2.8742847,1.2590677
35.0,2,a8L,5.4172397,0.8415556,0.39866897,1.7009648
35.0,2,F2,7.6842446,5.8288765,6.706309,6.1236024
35.0,2,a44,3.213536,1.7324836,1.3861176,0.65414494
35.0,2,F1,5.865839,4.265893,4.775702,3.4656909
35.0,2,a3,4.048923,2.9744124,2.1840541,2.5067775
35.0,2,a2,0.6408811,2.3126678,1.3923521,2.0374026
35.0,2,a1,0.708204,0.61912787,1.3070735,0.26245135
35.0,2,a7B,0.77585506,-0.33471793,0.62107897,0.871273
35.0,2,AIP,1.1955359,0.66531223,1.8522023,-0.13810042
35.0,2,a5,0.22818838,1.0716054,2.3635669,0.79184276
35.0,2,TPt,0.5265763,-0.37265247,1.2630695,1.3605607
35.0,2,a7A,1.6809065,2.6934063,2.7524269,2.4561684
35.0,2,V4t,2.5478215,2.2224383,1.5298588,1.5836648
35.0,2,DP,1.945381,1.8299496,1.0085782,0.03658277
35.0,2,MT,3.7677946,0.87613523,0.9425923,0.63286483
35.0,2,V6A,1.81781,1.9351205,2.592143,1.4378462
35.0,2,PIP,1.9401904,1.8158981,1.5632136,1.0091665
35.0,2,V2,9.659547,6.944103,3.7983637,4.723325
35.0,2,V1,15.265148,8.290247,5.8755717,9.045426
35.0,2,LIP,4.283826,1.6152391,1.0172179,0.9166497
35.0,2,a24c,2.5373302,2.258391,2.1103923,2.0317402
35.0,2,STPc,1.8756061,1.1617463,0.3258981,1.501793
35.0,2,VIP,1.1259888,-0.3701494,-1.2668463,-1.3073447
35.0,2,Thal,3.4553757,4.3381724,4.0512204,3.8634872
35.0,2,MST,3.6651447,0.043698836,0.8540309,0.6920593
35.0,2,a46V,1.6826714,0.5322406,1.7374697,1.1201538
35.0,2,Putamen,2.2804694,1.7320509,2.3056653,1.8237795
35.0,2,Ins,-0.290125,1.815005,2.5278099,1.527146
35.0,2,Caudate,3.7644339,4.436759,4.9034286,4.675709
35.0,2,a7op,1.5345106,2.2487957,3.5969417,1.0952995
35.0,2,MB,1.381483,0.2566821,0.69305253,0.2943673
35.0,2,a32,1.3985609,1.6434865,1.9505287,1.2166713
35.0,2,MIP,0.2724367,0.91367716,1.544635,0.9320608
35.0,2,a13,2.1538253,3.0363839,2.635802,2.6956823
35.0,2,V4,1.3750255,-0.6320606,0.34258673,0.36260867
35.0,2,V3,4.0355887,2.96058,0.8275651,1.6207179
35.0,2,a11,-0.36301416,1.5610111,1.3672512,0.7994271
35.0,2,a45A,0.42269832,1.6976451,1.1178874,1.9822019
35.0,2,a24D,3.0665424,3.065719,2.29819,2.027137
35.0,3,a46D,0.23729654,-0.17852205,1.3154976,0.76533717
35.0,3,a8B,2.2187088,1.6513408,2.1773396,1.9027463
35.0,3,F6,-0.0055011855,1.9486068,1.5008389,1.9218055
35.0,3,a9/46D,1.0472487,1.2048806,-0.19927971,-0.5066134
35.0,3,a8M,1.7042056,-0.03516371,1.157785,0.5388165
35.0,3,F7,3.0531352,1.0748373,1.3047762,1.7429322
35.0,3,a8r,-1.1372279,0.5674263,1.0588689,0.3070864
35.0,3,a8L,4.232262,0.9677151,1.7130051,0.5689742
35.0,3,F2,7.275654,4.8882627,5.292757,5.59048
35.0,3,a44,-0.12223192,0.47672632,1.7454891,0.5840141
35.0,3,F1,6.164028,4.3672547,4.371803,3.9173393
35.0,3,a3,3.1843965,1.5910335,2.1103013,0.39130175
35.0,3,a2,0.9447631,-0.3365664,0.5542895,1.1439902
35.0,3,a1,0.45403993,0.506488,1.1111364,0.4997501
35.0,3,a7B,3.0281029,-0.5631323,1.8488212,0.15779997
35.0,3,AIP,1.9658489,0.9531033,1.9904732,0.40356112
35.0,3,a5,0.32428825,1.7336633,1.2943228,0.9620967
35.0,3,TPt,-0.13030103,0.74290913,0.10743448,-0.83451986
35.0,3,a7A,0.425327,1.409745,1.0612781,0.18144853
35.0,3,V4t,1.4050236,0.5342772,0.2920961,-0.6216809
35.0,3,DP,2.3475552,2.9006126,3.2193356,2.0369885
35.0,3,MT,0.96657544,3.1443748,2.3718133,3.3291562
35.0,3,V6A,1.9119287,0.60515165,0.79762757,1.6044474
35.0,3,PIP,1.8586158,-0.056499712,0.54240966,-0.3349741
35.0,3,V2,6.3449745,4.696614,3.2825308,1.964918
35.0,3,V1,7.343961,4.345929,5.8824067,7.1788883
35.0,3,LIP,2.316233,0.59042305,0.9324085,-0.31805548
35.0,3,a24c,0.57139635,0.657165,3.1175334,-0.25611797
35.0,3,STPc,1.0294651,1.3635639,0.9735301,1.2480145
35.0,3,VIP,0.32239112,-1.5386916,0.38887808,-2.4336333
35.0,3,Thal,2.9267821,2.1257427,2.5195916,1.9038728
35.0,3,MST,1.4131289,1.3033643,0.9405162,1.006634
35.0,3,a46V,0.8045326,1.7547227,2.8446848,1.9338683
35.0,3,Putamen,1.2800838,0.8138454,1.1459426,0.5232432
35.0,3,Ins,1.2969794,1.5819514,1.843403,2.249763
35.0,3,Caudate,2.8715742,3.340806,3.2932436,3.2243311
35.0,3,a7op,-0.21781135,1.4852645,2.4190872,0.41290107
35.0,3,MB,1.4915621,2.0891142,2.1365945,1.9476572
35.0,3,a32,-0.3273036,1.6709633,1.5719806,1.7363578
35.0,3,MIP,-0.17990462,1.087944,1.4789003,0.95112574
35.0,3,a13,1.1385156,3.2917984,1.8468665,2.7002535
35.0,3,V4,2.1857848,0.22754169,0.91940707,0.09512754
35.0,3,V3,0.40575656,0.6843065,-1.728026,0.6640346
35.0,3,a11,0.3369287,0.58083534,0.423136,0.91029716
35.0,3,a45A,-0.5355118,-0.49288708,-0.10478814,0.84720606
35.0,3,a24D,-0.9392182,-1.0437392,-0.81007713,-1.9371895
35.0,4,a46D,-0.386443,-3.5185852,-0.6715047,-2.0328257
35.0,4,a8B,2.5542762,1.214494,0.0887121,1.2521878
35.0,4,F6,-1.3703393,1.0627812,1.4104155,-0.12620227
35.0,4,a9/46D,0.6451667,-0.2553048,-1.382304,0.31799063
35.0,4,a8M,-0.5621782,1.1821945,1.2917706,1.0021762
35.0,4,F7,1.0153377,2.4043932,1.57522,1.8706484
35.0,4,a8r,1.8728493,0.29433236,0.3116893,0.16117586
35.0,4,a8L,4.761932,1.2166069,1.1912462,0.98599535
35.0,4,F2,0.81669164,1.1884547,1.4833124,0.718811
35.0,4,a44,0.6038956,-0.06989916,-0.4276071,-0.17397518
35.0,4,F1,2.404892,0.62302303,1.4999789,1.7042676
35.0,4,a3,1.1853853,-0.6586228,0.5204404,0.047238667
35.0,4,a2,0.37894145,-0.30497578,0.124316655,-0.57702565
35.0,4,a1,1.0531435,-2.5134585,0.24955292,-0.9664318
35.0,4,a7B,1.8508887,1.2973413,1.5427712,1.9767576
35.0,4,AIP,1.8334991,-0.49770597,0.851238,-0.20961984
35.0,4,a5,0.6128224,0.7540729,0.09527235,0.5739532
35.0,4,TPt,-0.7179207,1.0991377,0.7569069,0.70714325
35.0,4,a7A,-0.17617851,-0.7080843,-0.42648154,-0.5274271
35.0,4,V4t,2.2536752,0.4015651,0.34089485,0.2835753
35.0,4,DP,2.029348,1.354251,2.0032122,1.065722
35.0,4,MT,2.681154,2.8781245,1.585883,1.0759887
35.0,4,V6A,2.3544772,1.686208,0.6130606,2.1257157
35.0,4,PIP,2.2111268,-0.15050161,-1.6496612,-1.411879
35.0,4,V2,8.00489,1.0167747,0.9400395,1.3553542
35.0,4,V1,6.6997013,3.1101735,2.7543395,3.4738631
35.0,4,LIP,3.2493129,-0.27976257,-1.1150882,-1.3905066
35.0,4,a24c,0.15179296,0.32520786,0.44934696,-0.8143439
35.0,4,STPc,3.2569878,2.402824,1.0793444,2.3013945
35.0,4,VIP,0.525071,0.07697223,0.81468207,0.38418
35.0,4,Thal,1.1576747,-0.22782707,0.98482424,-0.11288705
35.0,4,MST,-2.0475354,-2.0197735,-1.3930438,-1.5493053
35.0,4,a46V,2.017151,-0.05233998,0.28379202,-2.274285
35.0,4,Putamen,0.12998718,-1.2012987,-1.3407155,-0.8517
35.0,4,Ins,-0.15800622,0.4222323,0.40829575,0.033875495
35.0,4,Caudate,-0.9688972,-0.41716102,-0.4985982,-1.0362382
35.0,4,a7op,0.20327021,-2.1167994,-1.6372356,-2.25965
35.0,4,MB,1.1554055,2.4682202,0.8197797,0.8147996
35.0,4,a32,-0.09186692,0.54709256,-0.3986033,-1.0605296
35.0,4,MIP,-0.45960405,0.3189061,-0.10472055,0.07215992
35.0,4,a13,1.6850961,1.4846643,0.9565726,1.9064171
35.0,4,V4,-0.8117204,-0.7661839,-1.4844371,-0.6463388
35.0,4,V3,3.1540408,0.7366176,0.44624963,0.49375373
35.0,4,a11,-0.0995275,-0.46213594,-0.9979403,-1.8452244
35.0,4,a45A,1.0169303,-0.2794504,-0.061040197,0.5531749
35.0,4,a24D,-0.0014020148,-1.155942,0.17800829,-1.0269138
43.0,0,a46D,0.24653536,-2.103664,-1.1545914,-1.0024778
43.0,0,a8B,-0.15998207,1.5199217,-0.3015957,1.1779298
43.0,0,F6,0.09514926,0.5197033,-0.5388818,-0.111214265
43.0,0,a9/46D,-0.11285833,1.1754873,-0.13029747,0.48432326
43.0,0,a8M,0.18662237,-0.026387578,0.024034645,0.044664025
43.0,0,F7,1.8344185,1.2164315,-0.55728954,-0.7369873
43.0,0,a8r,-0.4763431,-1.4001849,-0.7039816,-2.7144563
43.0,0,a8L,-0.09110327,-0.12145689,-0.48772514,0.26132473
43.0,0,F2,0.95666176,-0.093320094,-0.45355615,-0.21586634
43.0,0,a44,0.09360564,-0.25814956,-0.26137176,-2.4420848
43.0,0,F1,-1.7086583,-1.4969382,-0.853996,-1.7167908
43.0,0,a3,-1.6154559,1.4841173,-0.38467744,1.5564582
43.0,0,a2,0.33081245,-0.051365167,-0.7597985,0.52038884
43.0,0,a1,0.06309536,-1.5089008,-1.0259753,-0.14362372
43.0,0,a7B,-0.72361284,1.1465561,-0.30617493,-0.0617575
43.0,0,AIP,-1.1861212,-0.052874338,-2.0561247,-0.016865917
43.0,0,a5,0.5122954,-0.35712704,-0.0721476,0.16164224
43.0,0,TPt,-0.8636678,-1.2398962,-1.7318698,-0.16678831
43.0,0,a7A,1.130883,0.36789644,0.47668353,0.798787
43.0,0,V4t,-0.14812265,-0.68100625,-1.3889058,0.053534556
43.0,0,DP,-0.98056805,-0.94148177,0.096021555,-1.5713302
43.0,0,MT,0.5463856,1.1995926,0.6818943,0.6267328
43.0,0,V6A,0.0019779236,0.14973545,-0.8618671,-0.3220115
43.0,0,PIP,-0.8319245,-1.2955605,-0.37962925,-0.2696597
43.0,0,V2,2.759081,-0.19630365,-1.6944269,-0.44709212
43.0,0,V1,0.6427594,-0.113082275,-3.1671498,-0.52131164
43.0,0,LIP,0.8847216,-0.53836185,-0.36089802,-0.92586285
43.0,0,a24c,0.2673764,-0.8080145,-2.424984,-0.18766858
43.0,0,STPc,0.4902254,0.51931334,1.7693452,0.7136066
43.0,0,VIP,1.1462312,0.46665484,-0.5429068,-0.69253236
43.0,0,Thal,-1.0025892,-0.7417548,-0.036802035,-0.68730664
43.0,0,MST,-0.3279694,-0.43107644,0.7130118,-1.9494464
43.0,0,a46V,-3.4580636,-2.3949256,-0.9906682,0.061048068
43.0,0,Putamen,-3.1267068,-2.3767042,-2.925551,-3.8365853
43.0,0,Ins,-0.4441105,1.1170793,-0.48145074,0.062471166
43.0,0,Caudate,-0.95911425,-1.358478,-0.35047904,-1.0236036
43.0,0,a7op,-0.9968261,-1.939506,-1.3832641,-0.6742667
43.0,0,MB,-0.7512414,-1.7035099,-3.5079923,-0.51963377
43.0,0,a32,-1.1044651,-3.57566,-1.8226831,-2.5199547
43.0,0,MIP,0.1373761,0.49315596,0.10041246,0.28199533
43.0,0,a13,1.0595181,0.7605876,-1.3438461,0.80121183
43.0,0,V4,0.9760699,-1.5335995,-1.5848892,-1.9002291
43.0,0,V3,1.697067,-0.053342417,0.20047164,0.10849126
43.0,0,a11,-0.2728223,-1.1293237,-1.5403855,-1.1637479
43.0,0,a45A,-0.2810271,0.9125016,-0.39412248,0.9588669
43.0,0,a24D,1.1204039,-0.1195441,-1.3780046,-0.6071047
43.0,1,a46D,0.88411516,-0.91642493,-1.0645683,-2.6821806
43.0,1,a8B,1.7396805,0.76598746,1.0403882,1.0391405
43.0,1,F6,1.9288416,1.6804805,0.38739806,3.646162
43.0,1,a9/46D,1.2518184,-0.35274586,0.87685513,-0.23792809
43.0,1,a8M,1.3588742,1.8294877,-0.5321144,1.2373158
43.0,1,F7,2.7338126,0.16950391,0.4472706,1.7931737
43.0,1,a8r,1.1387367,-0.16299011,-0.34234533,-0.56244355
43.0,1,a8L,3.6887665,0.2597539,0.47163916,0.8097804
43.0,1,F2,2.3153195,2.4568222,2.170262,0.3597321
43.0,1,a44,0.7836392,-0.41343457,0.026158502,0.32620478
43.0,1,F1,-0.22777572,0.17036046,0.16416292,0.83077854
43.0,1,a3,2.538661,0.1992598,2.016053,0.6241582
43.0,1,a2,0.44683444,1.1967903,1.2349538,1.1930022
43.0,1,a1,1.7637341,2.1345782,2.5733058,1.4945358
43.0,1,a7B,0.47467887,-0.7653275,0.8116249,-0.361671
43.0,1,AIP,0.96281594,0.45356,0.2438018,-0.35803118
43.0,1,a5,-0.54082346,0.11375369,0.93391573,-0.35917926
43.0,1,TPt,0.5389241,0.6129689,1.4237131,-0.30269164
43.0,1,a7A,1.5595472,0.11784927,-0.41591778,2.0485387
43.0,1,V4t,2.50043,0.14920604,0.8451989,0.96149033
43.0,1,DP,3.8843403,1.5342293,1.3490405,0.44270283
43.0,1,MT,3.857301,0.73359686,0.95549273,-0.63906705
43.0,1,V6A,1.5371196,-0.3577653,0.17725933,-0.6518094
43.0,1,PIP,3.2325356,0.43322042,-1.8484247,-0.8088508
43.0,1,V2,8.8967905,3.6806927,2.1586864,3.858459
43.0,1,V1,11.05428,4.2325444,3.787459,3.4677804
43.0,1,LIP,3.2370024,0.9434038,0.8824455,0.40085953
